"Rows from: systek_raw_rows","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"elcare.com","Elcare Nordic","https://elcare.com/nb-NO","elcare.com","","","","","","0","0855 Oslo","2025-12-20 09:39:58.982+00",
,,"redox.no","REDOX AS","http://www.redox.no","redox.no","987 385 979","https://www.proff.no/selskap/redox-as/aver%C3%B8y/tekniske-konsulenter/IGBV3WB01OU","NOK -13 548 (2024)","NOK 100 275 (2024)","tekniske konsulenter","30","Næringsveien 25, 6530 Averøy","2025-12-21 09:39:58.087+00",
,,"dss.dep.no","DSS","dss.dep.no","dss.dep.no","917 153 949","https://www.proff.no/selskap/dss-as/haugesund/-/917153949","NOK 0 (2023)","NOK 18,616,000 (2023)","Bedriftsrådgivning og annen administrativ rådgivning","9","Haugesund","2025-12-20 09:39:58.982+00",
,,"tv2.no","TV 2","tv2.no","tv2.no","979 484 534","https://www.proff.no/selskap/tv-2-as/-/tv-selskaper/IG75R3Q01SK","NOK 164,541,000 (2024)","NOK 6,084,205,000 (2024)","Fjernsynsprogramvirksomhet, kringkasting og distribuering av audiovisuelle medier","1076","Lars Hilles gate 30, 5008 Bergen","2025-12-20 09:39:58.344+00",
,,"ksat.no","Kongsberg Satellite Services (KSAT)","ksat.no","ksat.no","984 079 125","https://www.proff.no/selskap/kongsberg-satellite-services-as/troms%C3%B8/telekommunikasjon/IG9W8B901PE","NOK 339 613 (Belf8p i 1000 NOK) (2024)","NOK 1 890 570 (Belf8p i 1000 NOK) (2024)","Telekommunikasjon","533","Prestvannvegen 38, 9011 Tromsø, 9011 Tromsø","2025-12-20 09:39:58.344+00",
,,"niva.no","NIVA","http://www.niva.no/om-niva/a-jobbe-i-niva","niva.no","855 869 942","https://www.proff.no/selskap/norsk-institutt-for-vannforskning-niva/oslo/forskning-og-utvikling/IE5K9H200FV-1","NOK 13.085M (2024)","NOK 548.967M (2024)","Forskning og utvikling","304","Økernveien 94, 0579 Oslo","2025-12-20 09:39:58.344+00",
,,"lawai.no","Lawai","https://www.lawai.no/","lawai.no","934 216 318","https://www.proff.no/selskap/lawai-as/oslo/dataprogramvare-og-utvikling/IFG7HXA009O","0 (2024)","No data","Dataprogramvare og -utvikling","14","Universitetsgata 2, 0164 Oslo","2025-12-23 09:39:59.004+00",
,,"securitastechnology.com","Securitas Technology","securitastechnology.com/no/","securitastechnology.com","983 445 349","https://www.proff.no/selskap/securitas-technology-as/oslo/vaktselskaper/IG9INAD01TJ-1","NOK -55 922 (2024)","NOK 733 275 (2024)","Vaktselskaper","381","Oslo","2025-12-22 09:39:58.325+00",
,,"harmonie.no","HARMONIE NORGE AS","http://www.harmonie.no","harmonie.no","912 591 743","https://www.proff.no/selskap/harmonie-norge-as/stokke/t%C3%B8mmer-trelast-og-byggevarer-agentur-og-engros/IF3C0AN10LA","Resultat før skatt 17 341 (Beløp i 1000) (2024)","Sum driftsinntekter 364 529 (Beløp i 1000) (2024)","Tømmer, trelast og byggevarer - agentur og engros; Grossister","45","Borgeskogen 36, 3160 Stokke","2025-12-22 09:39:58.325+00",
,,"computas.com","COMPUTAS AS","https://computas.com/","computas.com","986 352 325","https://www.proff.no/selskap/computas-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IGB8YBP03DC","NOK 31,685,000 (2024)","NOK 862,212,000 (2024)","IT-konsulenter og rådgivning, Dataprogramvare og -utvikling","331","Akersgata 35, 0158 Oslo","2025-12-23 09:39:59.479+00",
,,"kravia.ai","Kravia Solutions AS","https://kravia.ai","kravia.ai","926 009 966","https://www.proff.no/selskap/kravia-solutions-as/bergen/dataprogramvare-og-utvikling/IFBBLV2009O","Resultat før skatt2024 −3 746","Sum driftsinntekter2024 12 490","Dataprogramvare og -utvikling","10","Torggaten 5, 5014 Bergen","2025-12-20 09:39:58.344+00",
,,"careers.oda.com","Oda","https://careers.oda.com/","careers.oda.com","912 262 510","https://www.proff.no/selskap/oda-norway-as/oslo/posttjenester/IF34Y9A04HN","NOK -267,749,000 (2024)","NOK 3,532,126,000 (2024)","Butikkhandel, Detaljhandel, Posttjenester","1146","Kjølberggata 31, 0653 Oslo","2025-12-20 09:39:58.344+00",
,,"strai.no","Strai Kjøkken Oslo AS","https://strai.no","strai.no","","","","","","0","Drammensveien 130, bygg c12, 0277 Oslo","2025-12-23 09:39:58.726+00",
,,"logent.no","Logent AS, Oslo","http://www.logent.no","logent.no","911 632 519","https://www.proff.no/selskap/logent-as-avd-toveien/vestby/utleie-og-leasing/IFFL4ZJ01TD","NOK 11044000 (2024)","NOK 187413000 (2024)","Utleie av arbeidskraft og andre personaladministrative tjenester","1","1540 Vestby","2025-12-21 09:39:58.087+00",
,,"laaderberg.com","Laader Berg AS","https://www.laaderberg.com/","laaderberg.com","925677701","https://www.proff.no/selskap/laader-berg-as/%C3%A5lesund/maskiner-og-utstyr-produksjon/IFB4HHH10PP","NOK 9 857 (Beløp i 1000, 2024)","NOK 116 080 (Beløp i 1000, 2024)","Maskiner og utstyr - produksjon","51","Langrabben 14, 6013 Ålesund","2025-12-20 09:39:58.344+00",
,,"nsm.aero","Norwegian Special Mission","https://www.nsm.aero/","nsm.aero","985974799","https://www.proff.no/selskap/norwegian-special-mission-as/nannestad/produsenter/IGB0V0V016D","Resultat før skatt 2024: −1 505 (Beløp i 1000 NOK)","Sum driftsinntekter 2024: 91 877 (Beløp i 1000 NOK)","Produksjon av måle-, kontroll- og navigasjonsinstrumenter","34","Generalmajor Mehres vei 4, 2030 Nannestad","2025-12-23 09:39:59.004+00",
,,"slb.com","SLB Norge AS","https://www.slb.com/","slb.com","968360302","https://www.proff.no/selskap/schlumberger-information-solutions-as/lysaker/it-konsulenter-og-r%C3%A5dgivning/IGH5PG503DC","Resultat fr skatt2024 107 000","Sum driftsinntekter2024 9 991 000","No data","213","Fornebuveien 3, 1366 Lysaker","2025-12-20 09:39:58.344+00",
,,"thon.no","Thon Gruppen","https://thon.no/","thon.no","988 969 656","https://www.proff.no/selskap/thon-gruppen-as/oslo/eiendomshandel-og-utleie/IGCT1VC10MV","Resultat fr skatt2024 575 115","Sum driftsinntekter 2024: 1 (Belp i 1000)","Eiendomshandel og -utleie","0","Stenersgata 2, 0105, 0184 Oslo","2025-12-20 09:39:58.344+00",
,,"flytconsulting.no","FLYTCONSULTING AS","https://www.flytconsulting.no/","flytconsulting.no","927011913","https://www.proff.no/selskap/flytconsulting-as/snar%C3%B8ya/it-konsulenter-og-r%C3%A5dgivning/IFBX2YX03DC","Resultat fF8r skatt 7 495 (BelF8p i 1000, NOK) (2024)","Sum driftsinntekter 2024: 32 924 (Beløp i 1000, NOK)","IT-konsulenter og rådgivning, Konsulenter","24","Thunes vei 2, 0274 Oslo","2025-12-22 09:39:58.325+00",
,,"delta-emea.com","Delta Electronics (Norway) AS","https://www.delta-emea.com/en-GB/index","delta-emea.com","977 529 964","https://www.proff.no/selskap/delta-electronics-norway-as/lierstranda/-/977529964","187 351 (Beløp i 1000) (2024)","1 446 151 (Beløp i 1000) (2024)","No data","133","Terminalen 12, 3414 Lierstranda","2025-12-20 09:39:58.344+00",
,,"circlek.no","CIRCLE K HOVEDKONTOR","circlek.no","circlek.no","914 766 451","https://www.proff.no/selskap/circle-k-norge-as-hovedkontor-oslo/oslo/grossister/IG42GU010NS","NOK 303 000 (2025) (Beløp i 1000)","NOK 14 013 000 (2025) (Beløp i 1000)","Engroshandel med drivstoff, brensel og beslektede produkter","237","0191 Oslo","2025-12-23 09:39:59.004+00",
,,"ssb.no","Statistisk sentralbyrå","http://www.ssb.no","ssb.no","971 526 920","https://www.proff.no/selskap/statistisk-sentralbyr%C3%A5/oslo/offentlig-administrasjon/IG2F6YW10JX","No data","No data","Generell offentlig administrasjon","1023","Akersveien 26, 0177 Oslo","2025-12-23 09:39:58.726+00",
,,"m-flyt.no","M-Flyt","m-flyt.no","m-flyt.no","920 194 249","https://www.proff.no/selskap/m-flyt-as/oslo/grossister/IF7UYFD10NS","NOK -1,428,000 (2024)","NOK 419,000 (2024)","Grossister, Maskiner og utstyr","1","Nedre Rommen 3, 0988 Oslo","2025-12-23 09:39:58.726+00",
,,"autostoresystem.com","AutoStore","https://www.autostoresystem.com/","autostoresystem.com","974 533 014","https://www.proff.no/selskap/autostore-as-avd-oslo/oslo/tekniske-konsulenter/IF7IOI401OU","2 859 786 (2024) — amounts shown in 1,000 NOK on page","6 405 850 (2024) — amounts shown in 1,000 NOK on page","Tekniske konsulenter, Konsulenter","157","0283 Oslo","2025-12-23 09:39:58.726+00",
,,"sulzer.com","Nordic Water Products AS","https://sulzer.com","sulzer.com","942 504 446","https://www.proff.no/selskap/nordic-water-products-as/straume/vannbehandling/IFL553201TQ","-15 240 000 NOK (2024)","86 734 000 NOK (2024)","Vannbehandling, Maskiner og utstyr, Grossister","27","Idrettsvegen 144, 5353 Straume","2025-12-23 09:39:58.726+00",
,,"elhub.no","Elhub","https://www.elhub.no","elhub.no","915925529","https://www.proff.no/selskap/elhub-as/oslo/datakommunikasjon-og-nettverk/IF5BGNT009M","NOK 36 542 (Beløp i 1000, 2024)","NOK 317 920 (Beløp i 1000, 2024)","Datakommunikasjon og -nettverk","80","Nydalsveien 28, 0484 Oslo","2025-12-23 09:39:59.004+00",
,,"nordren.no","NordRen AS","https://nordren.no","nordren.no","966 907 916","https://www.proff.no/selskap/nordren-as/s%C3%B8rum/renovasjon/IFZO6X801DV","2024 72 529 (Beløp i 1000)","2024 589 092 (Beløp i 1000)","Innsamling av ikke-farlig avfall","420","Haldenvegen 321, 1923 Sørum","2025-12-23 09:39:58.726+00",
,,"ahus.no","Akershus universitetssykehus HF","https://www.ahus.no","ahus.no","983 971 636","https://www.proff.no/selskap/akershus-universitetssykehus-hf/l%C3%B8renskog/sykehus/IG9TXDG10KZ","NOK 222 668 (2024)","NOK 15 145 898 (2024)","Sykehus, Helsetjenester, Aktiviteter/events og mat, Catering, Skoler og undervisning, Barnehager, -parker og dagmammaer, Førskoler","12516","Sykehusveien 25, 1474 Lørenskog","2025-12-23 09:39:58.726+00",
,,"nfi.no","Norsk filminstitutt","http://www.nfi.no/","nfi.no","","","","","","0","Dronningens gate 16, 0152 Oslo","2025-12-23 09:39:58.726+00",
