"Rows from: systek_raw_rows","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"arribatec.no","Arribatec","https://arribatec.no/?_gl=1%2Aveathy%2A_gcl_au%2ANjExNTY1NDU2LjE3NjQyNDkyODQ.%2A_ga%2AMTIyODM5OTg3OC4xNzY0MjQ5Mjg0%2A_ga_8H9J3B4XKS%2AczE3NjQyNDkyODQkbzEkZzAkdDE3NjQyNDkyODQkajYwJGwwJGgw","arribatec.no","979 867 654","https://www.proff.no/selskap/arribatec-group-asa/oslo/tekniske-konsulenter/IG7DYPY01OU","NOK -101 647 000 (2024)","NOK 741 000 (2024)","Tekniske konsulenter, Konsulenter","5","Lørenfaret 1C, 0585 Oslo","2025-11-28 09:39:58.16+00",
,,"shortcut.io","Shortcut AS","https://www.shortcut.io/","shortcut.io","991 118 225","https://www.proff.no/selskap/shortcut-as/oslo/dataprogramvare-og-utvikling/IGE33PT009O","NOK -23.927M (2024)","NOK 74.884M (2024)","Dataprogramvare og -utvikling","29","Tordenskiolds gate 3, 0160 Oslo","2025-11-26 09:39:57.78+00",
,,"eccera.com","Eccera Professonals AS","http://www.eccera.com/no","eccera.com","980 582 825","https://www.proff.no/selskap/eccera-professionals-as-avd-hedmark/hamar/utleie-og-leasing/IF3MM5701TD","NOK -9 495 (2024)","NOK 50 200 (2024)","Utleie og leasing","0","Hamar, Norway, 2317 Hamar","2025-11-28 09:39:58.16+00",
,,"detsombetyrnoe.no","Nav","https://www.detsombetyrnoe.no","detsombetyrnoe.no","889 640 782","https://www.proff.no/selskap/arbeids-og-velferdsetaten-nav/-/offentlig-administrasjon/IEPO37Y10JX","","No data","Offentlig administrasjon","1735","Fyrstikkalléen 1, 0661 Oslo","2025-11-28 09:39:58.16+00",
,,"accountor.com","Aspia Accountor Norge | ØkonomiSenteret Voss AS","https://www.accountor.com/nb/regnskapskontor/voss#:~:text=%2B-,47,-Email","accountor.com","984 058 993","https://www.proff.no/selskap/accountor-voss-%C3%B8konomisenteret-voss-as/voss/%C3%B8konomisk-r%C3%A5dgivning/IG9VSS101WC","NOK 3.192M (2024)","NOK 19.282M (2024)","Regnskapsføring og bokføring","23","Vangsgata 29, 5700 Voss","2025-11-27 09:39:58.028+00",
,,"cityboxhotels.com","Citybox Hotels","https://cityboxhotels.com/","cityboxhotels.com","","","","","","0","Prinsens Gate 6, 0152 Oslo","2025-12-02 09:39:57.938+00",
,,"mobelringen.no","Møbelringen","mobelringen.no","mobelringen.no","","","","","","0","2050 Jessheim","2025-11-27 09:39:58.028+00",
,,"hth.no","HTH Arendal AS","http://hth.no","hth.no","","","","","","0","Frolandsveien 178, 4848 Arendal","2025-12-04 09:39:58.068+00",
,,"hareidgroup.com","Hareid Group","https://www.hareidgroup.com","hareidgroup.com","","No Proff.no page found","","No data","No data","0","Raffelneset 6, 6060 Hareid","2025-11-27 09:39:58.028+00",
,,"sixrobotics.com","Six Robotics","sixrobotics.com","sixrobotics.com","932 478 102","https://www.proff.no/selskap/six-robotics-as/-/-/932478102","NOK -914 000 (2024)","NOK 5 406 000 (2024)","Dataprogramvare og -utvikling","27","Oslo","2025-11-28 09:39:58.16+00",
,,"dypheimr.no","Dypheimr","dypheimr.no","dypheimr.no","935 167 213","https://www.proff.no/selskap/dypheimr-as/mandal/dataprogramvare-og-utvikling/IFGRVN1009O","","No data","Dataprogramvare og -utvikling","1","Mandal","2025-12-02 09:39:57.938+00",
,,"politiet.no","Agder politidistrikt","https://www.politiet.no/","politiet.no","983 998 275","https://www.proff.no/selskap/agder-politidistrikt/-/-/983998275","","No data","Aktiviteter utført av politi- og påtalemyndighet","936","Vestre Strandgate 55, 4611 Kristiansand S","2025-11-27 09:39:58.028+00",
,,"ecit.com","ECIT","ecit.com","ecit.com","993 800 139","https://www.proff.no/selskap/ecit-services-as/-/-/993800139/","NOK 42 678 000 (2024)","NOK 351 113 000 (2024)","Regnskapsføring og bokføring","292","Fornebu","2025-11-26 09:39:57.78+00",
,,"folkas.com","Folk AS","http://www.folkAS.com","folkas.com","915 602 673","https://www.proff.no/selskap/folk-as/-/-/915602673","NOK 399 (2024)","NOK 72 373 (2024)","Rekrutterings- og bemanningsvirksomhet","82","Oslo, 1366 Lysaker","2025-11-26 09:39:57.78+00",
,,"mittanbudmarketplaces.com","Mittanbud Marketplaces","https://www.mittanbudmarketplaces.com/","mittanbudmarketplaces.com","980 178 986","https://www.proff.no/selskap/mittanbud-marketplaces-as/-/-/980178986","NOK -2 618 000 (2024)","NOK 208 291 000 (2024)","Formidlingstjenester innenfor spesialisert bygge- og anleggsvirksomhet","96","Hagegata 22, 0653 Oslo","2025-11-27 09:39:58.028+00",
,,"oslo.kommune.no","Oslo kommune","oslo.kommune.no","oslo.kommune.no","","","","","","0","","2025-11-27 09:39:58.028+00",
,,"fjord.kommune.no","Fjord kommune","fjord.kommune.no","fjord.kommune.no","921 891 687","https://www.proff.no/selskap/fjord-kommune/-/offentlig-administrasjon/IF8VC6F10JX","","No data","Generell offentlig administrasjon","607","Valldal","2025-11-26 09:39:57.78+00",
,,"kartverket.no","Kartverket","kartverket.no","kartverket.no","971 040 238","https://www.proff.no/selskap/statens-kartverk/h%C3%B8nefoss/-/IG24RFY0000","202 (Belf8p i 1000) (2002)","593 485 (Belf8p i 1000) (2002)","Utarbeidelse av kart og oppme5ling","837","Kartverksveien 21, 3511 Hf8nefoss","2025-12-20 09:39:59.4+00",
,,"enhanced-drilling.com","Enhanced Drilling AS","https://www.enhanced-drilling.com/","enhanced-drilling.com","978 712 606","https://www.proff.no/selskap/enhanced-drilling-as-hovedkontor/straume/olje-og-gass/IG3NJBY0VFQ","NOK 127 799 000 (2024)","NOK 547 488 000 (2024)","Olje og gass , Utvinning av råolje og naturgass - tjenester","85","Smålonane 16, 5343 Straume","2025-11-26 09:39:57.78+00",
,,"appsalon.no","Appsalon AS","https://appsalon.no","appsalon.no","930 178 942","https://www.proff.no/selskap/appsalon-as/bergen/it-konsulenter-og-r%C3%A5dgivning/IFDSYNY03DC","NOK 503,000 (2024)","NOK 3,129,000 (2024)","IT-konsulenter og rådgivning","5","Vaskerelven 39, 5014 Bergen","2025-12-03 09:39:57.901+00",
,,"soprasteria.no","Sopra Steria","https://www.soprasteria.no/bli-en-av-oss","soprasteria.no","910 909 088","https://www.proff.no/selskap/sopra-steria-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IF2BXY803DC","533 385 NOK (2024)","5 907 157 NOK (2024)","IT consulting and advisory","3446","Biskop Gunnerus gate 14A, 0185 Oslo","2025-11-27 09:39:58.028+00",
,,"marketer.com","Marketer.com","https://Marketer.com","marketer.com","","","","","","0","Tjuvholmen Alle 1, 0252 Oslo","2026-01-02 09:39:58.182+00",
,,"studentconsulting.com","StudentConsulting","studentconsulting.com","studentconsulting.com","990 659 788","https://www.proff.no/selskap/studentconsulting-norge-as/oslo/utleie-og-leasing/IGDT9ZG01TD","NOK 4 758 000 (2024)","NOK 236 835 000 (2024)","Utleie og leasing, Arbeidskrafttjenester","735","Schweigaards gate 10, 0185 Oslo","2025-11-27 09:39:58.028+00",
,,"riis.no","RIIS MONTASJE AS","riis.no","riis.no","","","","","","0","3041 Drammen","2025-11-26 09:39:57.78+00",
,,"ovrevollgalopp.no","NORSK GALOPP / Øvrevoll Galopp","https://www.ovrevollgalopp.no/","ovrevollgalopp.no","","","","","","0","Vollsveien 132, 1358 Jar","2025-11-26 09:39:57.78+00",
,,"nexthop.no","Nexthop AS","https://www.nexthop.no","nexthop.no","993 821 403","https://www.proff.no/selskap/nexthop-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IGFP1I303DC","NOK 3,281,000 (2024)","NOK 30,570,000 (2024)","IT-konsulenter og rådgivning","6","Drammensveien 288, 0283 Oslo","2025-11-27 09:39:58.028+00",
,,"brunstad.no","Brunstad AS","brunstad.no","brunstad.no","810 859 482","https://www.proff.no/organisasjon/brunstad-as/sykkylven/mc3b8bler/IDERJ6I015G","NOK -11550000 (2024)","NOK 105329000 (2024)","Møbler","0","Sykkylvsvegen 415, 6230 Sykkylven","2025-12-02 09:39:57.938+00",
,,"david-andersen.no","David - Andersen AS","david-andersen.no","david-andersen.no","985 172 277","https://www.proff.no/selskap/david-andersen-retail-as/oslo/klokker-og-ur/IGAJNSL10OW","NOK 5 769 000 (2024)","NOK 156 657 000 (2024)","Detaljhandel med ur, klokker og smykker ; Annen detaljhandel med andre nye varer","86","Karl Johans Gate 20, 0159 Oslo","2025-11-26 09:39:57.78+00",
,,"mobai.bio","MOBAI AS","http://www.mobai.bio","mobai.bio","","","","","","0","Kristian IVs gate 15A, 0164 Oslo","2025-11-26 09:39:57.78+00",
,,"thevit.no","TheVIT","https://www.thevit.no/","thevit.no","929 681 452","https://www.proff.no/selskap/thevit-as/oslo/bedriftsr%C3%A5dgivning/IFDIASS043Z","NOK 3,132,000 (2024)","NOK 101,648,000 (2024)","Business consulting","81","0158 Oslo","2025-11-28 09:39:58.16+00",
,,"kongsberg.com","KDA - Missiles & Space","kongsberg.com","kongsberg.com","978 614 582","https://www.proff.no/selskap/kongsberg-defence-aerospace-defence-systems/kongsberg/v%C3%A5pen-og-ammunisjon-produksjon/IG6N3UE10LG","NOK 2646019000 (2024)","NOK 17053864000 (2024)","Produsenter, Våpen og ammunisjon - produksjon, Datamaskiner og -utstyr","4280","Kirkegårdsveien 45, 3616 Kongsberg","2025-11-28 09:39:58.16+00",
,,"pexip.com","Pexip AS","https://www.pexip.com","pexip.com","819 850 232","https://www.proff.no/selskap/pexip-as/oslo/dataprogramvare-og-utvikling/IDK48HK009O","NOK 107,325,000 (2024)","NOK 896,341,000 (2024)","dataprogramvare og utvikling","72","Lilleakerveien 2A, 0754 Oslo","2025-11-26 09:39:57.78+00",
,,"prosesspilotene.no","Prosesspilotene AS","http://www.prosesspilotene.no","prosesspilotene.no","897 658 372","https://www.proff.no/selskap/prosesspilotene-as/asker/dataprogramvare-og-utvikling/IEUFXMS009O","NOK -5733000 (2024)","NOK 144177000 (2024)","Dataprogramvare og -utvikling","72","4 etasje Skysstasjon 11A, 1383 Asker","2025-11-26 09:39:57.78+00",
,,"thalesgroup.com","Thales Norway","thalesgroup.com","thalesgroup.com","979 485 190","https://www.proff.no/selskap/thales-norway-as/-/-/979485190","NOK 147,615,000 (2024)","NOK 901,933,000 (2024)","Dataprogrammeringstjenester","254","Langkaia 1, 0150 Oslo","2025-11-28 09:39:58.16+00",
,,"abgsc.com","ABG Sundal Collier","https://www.abgsc.com/","abgsc.com","883 603 362","https://www.proff.no/selskap/abg-sundal-collier/oslo/finans/IEM2OPU0RSY","NOK 284,632,000 (2024)","NOK 1,111,471,000 (2024)","Verdipapirmegling","98","Ruseløkkveien 26, 0251 Oslo","2025-11-26 09:39:57.78+00",
,,"bouvet.no","Bouvet ASA","http://www.bouvet.no/","bouvet.no","974 442 167","https://www.proff.no/selskap/bouvet-asa/oslo/dataprogramvare-og-utvikling/IG45ODZ009O","Resultat før skatt 2024 427 951 (Beløp i 1000)","Sum driftsinntekter 2024 1 053 (Beløp i 1000)","Dataprogramvare og -utvikling","0","6002 Ålesund","2025-12-20 09:39:58.982+00",
,,"compello.com","Compello AS","compello.com","compello.com","985 206 732","https://www.proff.no/selskap/compello-as/oslo/dataprogramvare-og-utvikling/IGAKEDO009O","NOK 11 958 000 (2024)","NOK 63 551 000 (2024)","Dataprogramvare og -utvikling","33","0277 Oslo","2025-11-28 09:39:58.16+00",
,,"jobzonetech.no","Jobzone Tech","http://www.jobzonetech.no","jobzonetech.no","830 882 812","https://www.proff.no/selskap/jobzone-tech-as/oslo/arbeidskrafttjenester/IDQOPA410LU","NOK -1,662,000 (2024)","NOK 89,790,000 (2024)","Arbeidskrafttjenester, Rekruttering","137","Oslo, 1366 Lysaker","2025-11-27 09:39:58.028+00",
,,"oseberg.no","Oseberg Solutions AS","https://www.oseberg.no","oseberg.no","981 586 581","https://www.proff.no/selskap/oseberg-solutions-as/t%C3%B8nsberg/it-konsulenter-og-r%C3%A5dgivning/IG8ET1X03DC","NOK 13,864,000 (2024)","NOK 163,069,000 (2024)","IT-konsulenter og rådgivning","85","Grev Wedels gate 12, 3111 Tønsberg","2025-12-31 09:39:58.37+00",
,,"skykontoret.no","Skykontoret","skykontoret.no","skykontoret.no","990 867 259","https://www.proff.no/selskap/skykontoret-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IGDXQ2J03DC","14 524 (Beløp i 1000) (2024)","38 945 (Beløp i 1000) (2024)","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer","21","Oslo","2025-12-31 09:39:58.37+00",
,,"expo-nova.no","Expo Nova Møbelgalleri AS","https://expo-nova.no/","expo-nova.no","","","","","","0","Drammensveien 134, 0277 Oslo","2025-11-29 09:39:57.963+00",
,,"oschlo.co","Oschlo","oschlo.co","oschlo.co","931 014 757","https://www.proff.no/selskap/oschlo-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IFEAVL103DC","NOK -653 000 (2024)","NOK 4 244 000 (2024)","it-konsulenter og rådgivning","1","Oslo","2025-11-28 09:39:58.16+00",
,,"corvusenergy.com","Corvus Energy","https://corvusenergy.com/","corvusenergy.com","914888646","https://www.proff.no/selskap/corvus-energy-as-avd-nesttun/nesttun/batterier-produksjon/IF5Z03S10LY","USD -2,845,000 (2024)","USD 87,694,000 (2024)","Produksjon av batterier og akkumulatorer; Engroshandel med informasjons- og kommunikasjonsteknologiutstyr; Annen teknisk konsulentvirksomhet","180","Sandbrekketoppen 30, 5224 Nesttun","2025-11-27 09:39:58.028+00",
,,"eidefoss.no","AS Eidefoss","http://www.eidefoss.no","eidefoss.no","911 305 631","https://www.proff.no/selskap/as-eidefoss/v%C3%A5g%C3%A5/energiforsyning/IF2KFXB00BD","NOK 53 943 (2024)","NOK 20 319 (2024)","Energiforsyning","15","Edvard Stormsveg 4, 2680 Vågå","2025-11-29 09:39:57.963+00",
,,"storebrand.no","Storebrand","https://www.storebrand.no/","storebrand.no","916 300 484","https://www.proff.no/selskap/storebrand-asa/lysaker/holdingselskaper/IF5JHZ806Y4","","No data","No data","0","Professor Kohts vei 9, 1366 Lysaker","2025-11-26 09:39:57.78+00",
,,"bislab.io","Bislab","bislab.io","bislab.io","929 879 252","https://www.proff.no/selskap/bislab-as/oslo/inkasso/IFDMJF807ZR","−728 (Beløp i 1000, NOK) (2024)","1 983 (Beløp i 1000, NOK) (2024)","Inkasso- og kredittopplysningsvirksomhet","15","Oslo","2025-12-02 09:39:57.938+00",
,,"manpower.no","Manpower","manpower.no","manpower.no","920 968 201","https://www.proff.no/selskap/manpower-as/oslo/utleie-og-leasing/IF8BJM101TD","NOK -5,192,000 (2024)","NOK 1,709,265,000 (2024)","Utleie og leasing, Arbeidskrafttjenester","5116","0155 Oslo","2025-12-02 09:39:57.938+00",
,,"sportoutlet.no","Sport Outlet IPA AS","https://sportoutlet.no/","sportoutlet.no","","","","","","0","Ulvenvegen 344, 5217 Hagavik","2025-12-02 09:39:57.938+00",
,,"gulen.kommune.no","Gulen kommune","gulen.kommune.no","gulen.kommune.no","938 497 524","https://www.proff.no/selskap/gulen-kommune/eivindvik/offentlig-administrasjon/IFIR9BO10JX-2","","No data","Generell offentlig administrasjon","676","Eivindvik","2025-11-29 09:39:57.963+00",
,,"catchmedia.no","CATCH","https://catchmedia.no","catchmedia.no","987 967 412","https://www.proff.no/selskap/catch-media-as/h%C3%B8nefoss/reklamebyr%C3%A5er/IGC7KJ801DI","NOK 805 000 (2024)","NOK 11 707 000 (2024)","Reklamebyråvirksomhet","10","Fossveien 13, 3510 Hønefoss","2025-12-02 09:39:57.938+00",
,,"okokrim.no","ØKOKRIM","okokrim.no","okokrim.no","874 761 532","https://www.proff.no/selskap/%C3%B8kokrim/oslo/politi-og-p%C3%A5talemyndighet/IEGT6BG10K8","","No data","Aktiviteter utført av politi- og påtalemyndighet","308","C. J. Hambros plass 2C, 0164 Oslo","2025-12-03 09:39:57.901+00",
,,"bkk.no","BKK","www.bkk.no","bkk.no","976944801","https://www.proff.no/selskap/bkk-as-avd-bergen/bergen/energiforsyning/IG5NDL400BD","483 408 (2024)","2 628 317 (2024)","energiforsyning","151","Solheimsgaten 5, 5058 Bergen","2025-12-03 09:39:57.901+00",
,,"bislab.no","Bislab","bislab.no","bislab.no","929 879 252","https://www.proff.no/selskap/bislab-as/oslo/inkasso/IFDMJF807ZR","NOK -728,000 (2024)","NOK 1,983,000 (2024)","Inkasso","15","Oslo","2025-12-02 09:39:57.938+00",
,,"hmhw.com","HMH","https://hmhw.com/","hmhw.com","814 107 922","https://www.proff.no/selskap/hmh-au/fornebu/medlemsorganisasjoner/IDGP5OY10PU","","No data","Medlemsorganisasjoner","0","Butangen 20, 4639 Kristiansand S","2025-11-29 09:39:57.963+00",
,,"tidalx.ai","TidalX Norway AS","https://www.tidalx.ai/","tidalx.ai","933 727 408","https://www.proff.no/selskap/tidalx-norway-as/bergen/faglig-vitenskapelig-og-teknisk-virksomhet/IFFX0OG10N7","NOK 0.509M (2024)","NOK 5.011M (2024)","Faglig, vitenskapelig og teknisk virksomhet","7","5006 Bergen","2025-11-29 09:39:57.963+00",
,,"nr.no","Norsk Regnesentral","nr.no","nr.no","952 125 001","https://www.proff.no/selskap/norsk-regnesentral/oslo/forskning-og-utvikling/IFQVCCP00FV","NOK 13 048 (2024)","NOK 156 176 (2024)","Forskning og utvikling","103","Oslo","2025-11-29 09:39:57.963+00",
,,"spond.com","Spond","spond.com","spond.com","998 209 218","https://www.proff.no/selskap/spond-as/oslo/dataprogramvare-og-utvikling/IGIB35U009O","NOK -11,770,000 (2024)","NOK 117,461,000 (2024)","Dataprogramvare og -utvikling","48","Oslo","2025-12-02 09:39:57.938+00",
,,"choppycast.com","Frivind AS","https://www.choppycast.com","choppycast.com","996 408 841","https://www.proff.no/selskap/frivind-as/sogndal/forskning-og-utvikling/IGH8HZD00FV","NOK 1 712 000 (2024)","NOK 8 865 000 (2024)","Forskning og utvikling","7","Årøyvegen 7, 6856 Sogndal","2025-12-04 09:39:58.068+00",
,,"optimar.no","Optimar","https://optimar.no/","optimar.no","985 426 813","https://www.proff.no/selskap/optimar-as-avd-giske/valder%C3%B8ya/maskiner-og-utstyr/IG3Z6BK10PO","−156 369 (1000 NOK) for 2024","376 144 (1000 NOK) for 2024","Maskiner og utstyr","165","Valderøyvegen 1129, 6050 Valderøya","2025-11-29 09:39:57.963+00",
,,"lanekassen.no","Lånekassen","https://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/jobb-i-lanekassen/","lanekassen.no","960 885 406","https://www.proff.no/selskap/statens-l%C3%A5nekasse-for-utdanning/-/finans/IFW33XA0RSY","","No data","Finans","416","Fyrstikkalléen 1, 0661 Oslo","2025-12-02 09:39:57.938+00",
,,"7ocean.no","7ocean AS","https://www.7ocean.no/","7ocean.no","996 261 824","https://www.proff.no/selskap/7ocean-people-as/%C3%A5lesund/tekniske-konsulenter/IGH5CJK01OU","6 082 (2024)","46 083 (2024)","Technical consultants","26","Langelandsveien 51, 6010 Ålesund","2025-11-29 09:39:57.963+00",
,,"fhi.no","Folkehelseinstituttet FHI","http://www.fhi.no","fhi.no","983 744 516","https://www.proff.no/selskap/folkehelseinstituttet/-/-/983744516","","No data","Forskning og utvikling","1397","Myrens Verksted 6H, 0476 Oslo","2025-12-03 09:39:57.901+00",
,,"mikon.no","MIKON AS","https://www.mikon.no/","mikon.no","827378372","https://www.proff.no/selskap/mikon-as/oslo/dataprogramvare-og-utvikling/IDOLL8K009O","NOK 2564000 (2024)","NOK 17548000 (2024)","Dataprogramvare og -utvikling","14","Sørkedalsveien 9, 0369 Oslo","2025-12-02 09:39:57.938+00",
,,"pwc.no","PwC Norge","https://www.pwc.no/","pwc.no","987 009 713","https://www.proff.no/selskap/pwc-pricewaterhousecoopers-as/oslo/revisjonstjenester/IGBN1KH01EA","","No data","Revisjonstjenester","0","Dronning Eufemias gate 71, 0194 Oslo","2025-11-30 09:39:57.904+00",
,,"norkart.no","Norkart","https://norkart.no","norkart.no","934161181","https://www.proff.no/selskap/norkart-as-avd-sk%C3%B8yen/oslo/dataprogramvare-og-utvikling/IG2JV83009O","NOK 92.358M (2024)","NOK 541.174M (2024)","Dataprogramvare og -utvikling","125","Hoffsveien 4, 0275 Oslo","2025-12-03 09:39:57.901+00",
,,"etterretningstjenesten.no","Etterretningstjenesten","www.etterretningstjenesten.no","etterretningstjenesten.no","974 789 221","https://www.proff.no/selskap/etterretningstjenesten-e/oslo/forsvaret/IG4DA7I0BM9","","No data","Forsvarsaktiviteter","0","Lutvannsveien 60, 0676 Oslo","2025-12-02 09:39:57.938+00",
,,"usecrunched.com","Crunched","usecrunched.com","usecrunched.com","935 608 082","https://www.proff.no/selskap/crunched-as/snar%C3%B8ya/dataprogramvare-og-utvikling/IFH1BTE009O","","No data","Dataprogramvare og -utvikling","5","Snarøya","2025-12-02 09:39:57.938+00",
,,"kviteberg.no","Kviteberg AS","https://kviteberg.no/","kviteberg.no","834 606 402","https://www.proff.no/selskap/kviteberg-as/h%C3%B8ylandsbygd/regnskapstjenester/IDSWIF601D0","","No data","Regnskapsføring og bokføring","0","Røo 93, 5457 Høylandsbygd","2025-11-30 09:39:57.904+00",
,,"veas.nu","Veas","https://veas.nu","veas.nu","920 171 400","https://www.proff.no/selskap/veas-as/slemmestad/vann-og-kloakk/IF7UGSO10LD","NOK 175,000 (2024)","NOK 6,030,000 (2024)","Vann og kloakk","4","Bjerkåsholmen 125, 3470 Slemmestad","2025-12-04 09:39:58.068+00",
,,"robotaviation.com","Robot Aviation AS","https://www.robotaviation.com/","robotaviation.com","","","","","","0","Flyplassveien 22, 3514 Hønefoss","2025-12-04 09:39:58.068+00",
,,"milientsoftware.com","Milient Software AS","http://www.milientsoftware.com","milientsoftware.com","927 234 238","https://www.proff.no/selskap/milient-software-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IFC1UIM03DC","NOK -2.57M (2024)","NOK 63.31M (2024)","IT-konsulenter og rådgivning","33","Wergelandsveien 1, Oslo, Norway, 0167 Oslo","2025-11-29 09:39:57.963+00",
,,"plantasjen.no","Plantasjen Norge AS","https://www.plantasjen.no/start/","plantasjen.no","","","","","","0","Trondheimsveien 38, 2013 Skjetten","2025-12-02 09:39:57.938+00",
,,"strawberryhotels.com","Headquarter Oslo - Strawberry","strawberryhotels.com","strawberryhotels.com","924210699","https://www.proff.no/selskap/strawberry-properties-as/-/-/924210699","NOK 38,725,000 (2024)","No data","Utleie av egen eller leid fast eiendom","0","Frederik Stangs gate 22-24, 0264 Oslo","2025-12-03 09:39:57.901+00",
,,"hardangerseafood.no","Hardanger Seafood","https://hardangerseafood.no","hardangerseafood.no","","","","","","0","Hovlandsvegen 270, 5443 Bømlo","2025-12-03 09:39:57.901+00",
,,"opt.no","Oslo Produksjon & Tjenester AS (OPT)","https://opt.no/","opt.no","","","","","","0","Østre Aker vei 24b, 0581 Oslo","2025-12-02 09:39:57.938+00",
,,"glasspaper-solutions.no","Glasspaper Solutions","glasspaper-solutions.no","glasspaper-solutions.no","919 300 388","https://www.proff.no/selskap/glasspaper-solutions-as/oslo/dataprogramvare-og-utvikling/IF7BSPW009O","NOK -5 599 (in thousands, 2024)","NOK 17 980 (in thousands, 2024)","Dataprogramvare og utvikling","10","Oslo","2025-12-02 09:39:57.938+00",
,,"wuerth.no","Würth Norge","https://www.wuerth.no/","wuerth.no","831 018 682","https://www.proff.no/selskap/wurth-norge-as/hagan/jernvarer-r%C3%B8rleggerartikler-og-oppvarmingsutstyr-engros/IDQRM4A10OE","NOK -34,978,000 (2024)","NOK 1,923,978,000 (2024)","Grossister , Jernvarer, rørleggerartikler og oppvarmingsutstyr - engros","671","Würth Gjelleråsen, Morteveien, Hagan, Norge, 1481 Hagan","2025-12-02 09:39:57.938+00",
,,"temp-team.no","Temp-Team avd. Bergen","http://www.temp-team.no","temp-team.no","","","","","","0","Hardangerveien 72, 5225 Nesttun","2025-12-03 09:39:57.901+00",
,,"proventus.no","Proventus AS","http://proventus.no","proventus.no","984 794 452","https://www.proff.no/selskap/proventus-as/oslo/dataprogramvare-og-utvikling/IGABK9G009O","−2 495 (1000 NOK, 2024)","32 921 (1000 NOK, 2024)","Dataprogramvare og -utvikling","22","Pilestredet 28, 0166 Oslo","2025-12-04 09:39:58.068+00",
,,"cedra.no","Cedra Norge AS","https://cedra.no/","cedra.no","","","","No data","No data","0","Dronning Eufemias Gate 16, 0191 Oslo","2025-12-04 09:39:58.068+00",
,,"statnett.no","Statnett","http://www.statnett.no/","statnett.no","962 986 633","https://www.proff.no/selskap/statnett-oslo-hovedkontor/oslo/energiforsyning/IG4DB9700BD","","No data","Overføring av elektrisitet","1409","Nydalen allé 33, 0484 Oslo","2025-12-03 09:39:57.901+00",
,,"thales.no","Thales Norway","thales.no","thales.no","979 485 190","https://www.proff.no/selskap/thales-norway-as-avd-oslo/oslo/dataprogramvare-og-utvikling/IG7C7VW009O","NOK 147 615 (2024) (Beløp i 1000)","NOK 901 933 (2024) (Beløp i 1000)","Dataprogramvare og -utvikling","229","Langkaia 1, 0150 Oslo","2025-12-02 09:39:57.938+00",
,,"fiskeridir.no","Fiskeridirektoratet","www.fiskeridir.no","fiskeridir.no","971 203 420","https://www.proff.no/selskap/fiskeridirektoratet/bergen/offentlig-administrasjon/IG289CS10JX","","No data","Offentlig administrasjon tilknyttet næringsvirksomhet og","468","Strandgaten 229, 5004 Bergen","2025-12-03 09:39:57.901+00",
,,"metesa.com","Metesa AS","https://metesa.com/","metesa.com","929 285 468","https://www.proff.no/selskap/metesa-as/oslo/elektroniske-produkter-og-utstyr/IFD9T980ZDD","Resultat før skatt 2024 2 645 (Beløp i 1000)","Sum driftsinntekter 2024 150 (Beløp i 1000)","Elektroniske produkter og utstyr","1","0250 Oslo","2025-11-30 09:39:57.904+00",
,,"kinn.kommune.no","Kinn kommune","kinn.kommune.no","kinn.kommune.no","820 956 532","https://www.proff.no/selskap/kinn-kommune/m%C3%A5l%C3%B8y/offentlig-administrasjon/IDKRY4410JX","","No data","Generell offentlig administrasjon","2653","Måløy","2025-11-29 09:39:57.963+00",
,,"postenbring.no","Posten Bring AS","postenbring.no","postenbring.no","984 661 185","https://www.proff.no/selskap/posten-bring-as/-/-/984661185","","No data","No data","0","Biskop Gunnerusgate 14A, 0185 Oslo","2025-12-02 09:39:57.938+00",
,,"artifik.no","Artifik AS","https://artifik.no/","artifik.no","925 364 967","https://www.proff.no/selskap/artifik-as/oslo/dataprogramvare-og-utvikling/IFAXS6F009O","−8 058 (in 1000 NOK) (2024)","2 362 (in 1000 NOK) (2024)","Dataprogramvare og -utvikling","5","Stortingsgata 12, 0161 Oslo","2025-12-02 09:39:57.938+00",
,,"oslomet.varbi.com","OsloMet - storbyuniversitetet","https://oslomet.varbi.com","oslomet.varbi.com","997 058 925","https://www.proff.no/selskap/oslomet-storbyuniversitetet/oslo/h%C3%B8yskoler-og-universiteter/IGHMFL9101S","","No data","Undervisning ved universiteter","3731","Pilestredet 46, 0167 Oslo","2025-12-03 09:39:57.901+00",
,,"norautron.com","Norautron AS","https://www.norautron.com/","norautron.com","951 555 282","https://www.proff.no/selskap/norautron-as/horten/elektronikkproduksjon-og-produkter/IFQJ4R60ZC6","","No data","Produksjon av kretskort","307","Nedre vei 8, Bygg 25 (HIP), 3183 Horten","2025-11-29 09:39:57.963+00",
